Id,SalePrice
1609,211848.9
1610,196191.73
1611,181270.5
1612,262428.68
1613,196127.3
1614,138018.83
1615,95394.0
1616,99796.5
1617,96664.5
1618,106182.0
1619,164522.0
1620,137427.2
1621,162773.0
1622,136460.5
1623,226429.94
1624,229321.18
1625,120331.28
1626,190787.0
1627,207876.5
1628,247195.63
1629,220176.0
1630,279691.31
1631,187617.21
1632,196138.76
1633,223129.0
1634,185307.0
1635,201629.8
1636,181200.8
1637,160627.0
1638,170565.61
1639,173308.5
1640,166108.91
1641,166392.5
1642,217403.84
1643,182451.65
1644,214040.04
1645,157899.25
1646,154938.0
1647,184100.0
1648,111211.89
1649,147987.8
1650,123363.0
1651,117626.75
1652,96417.5
1653,95117.83
1654,130850.34
1655,105213.5
1656,130985.0
1657,129131.25
1658,126747.0
1659,99300.5
1660,154567.74
1661,356483.59
1662,285316.31
1663,325677.6
1664,381350.63
1665,312219.96
1666,284522.98
1667,291275.63
1668,313375.92
1669,292213.44
1670,338489.15
1671,256847.5
1672,376985.58
1673,273792.12
1674,243055.03
1675,211509.58
1676,202046.45
1677,246270.84
1678,375719.56
1679,301444.07
1680,300121.95
1681,244564.87
1682,285424.16
1683,203558.3
1684,180129.1733333333
1685,201654.545
1686,197213.65333333335
1687,214233.14
1688,237150.59
1689,210144.285
1690,197727.8
1691,208150.64
1692,244771.82
1693,210715.12
1694,224285.51
1695,181006.3333333333
1696,226492.9
1697,178130.0
1698,230965.67
1699,354273.74
1700,265552.0
1701,260350.0
1702,249871.79
1703,266287.51
1704,250887.83
1705,335479.65
1706,357570.45
1707,239139.37
1708,182140.28
1709,237148.11
1710,252439.02
1711,294684.97
1712,277820.36
1713,230556.54
1714,212929.27
1715,207578.45333333337
1716,175694.29
1717,157312.958
1718,110704.64
1719,212738.56
1720,271182.16
1721,155553.0
1722,110704.64
1723,159103.0
1724,189085.18
1725,205427.87
1726,222903.09
1727,185299.65
1728,206146.86
1729,156824.25
1730,160968.64
1731,124388.48
1732,120911.25
1733,116920.64
1734,119910.39
1735,113338.58
1736,124249.95
1737,274543.5
1738,212529.7
1739,201418.92
1740,262074.88
1741,257962.21
1742,275205.64
1743,172692.77
1744,242945.0
1745,162906.5
1746,171861.0
1747,178576.12
1748,171616.5
1749,170469.5
1750,154501.0
1751,170859.48
1752,127449.89
1753,128125.0
1754,172730.0
1755,192485.2
1756,134258.16
1757,117220.75
1758,199162.0
1759,153804.0
1760,158474.0
1761,168202.0
1762,153612.37
1763,131431.66
1764,128974.0
1765,153470.6
1766,191334.5
1767,177459.0
1768,140124.0
1769,161370.0
1770,115559.39
1771,126818.0
1772,130647.0
1773,154936.0
1774,172982.5
1775,110448.25
1776,114896.33
1777,134181.0
1778,118637.64
1779,129780.0
1780,154816.5
1781,107435.08
1782,105731.5
1783,116167.49
1784,115950.5
1785,119076.75
1786,132418.04
1787,126491.0
1788,112021.74
1789,124051.29
1790,119012.87
1791,157715.0
1792,149032.5
1793,131720.64
1794,141153.14
1795,132191.05
1796,225629.5
1797,125465.0
1798,124996.0
1799,112295.45
1800,157793.87
1801,120423.2
1802,133554.5
1803,155744.0
1804,151761.3
1805,148726.0
1806,120590.12
1807,110271.66
1808,113439.0
1809,119337.87
1810,139874.5
1811,86417.76
1812,98933.5
1813,112632.75
1814,124815.49
1815,93178.38
1816,113315.24
1817,130506.32
1818,109339.0
1819,128760.75
1820,134250.0
1821,115308.86
1822,118588.37
1823,106859.0
1824,183224.29
1825,138710.0
1826,127048.33
1827,113441.28
1828,145587.0
1829,110878.5
1830,103761.1
1831,130822.5
1832,94095.5
1833,107920.39
1834,115337.75
1835,90738.5
1836,115335.4
1837,107475.74
1838,119087.98
1839,100156.54
1840,129185.78
1841,125928.9
1842,116416.1
1843,154962.5
1844,152235.5
1845,195473.0
1846,178290.5
1847,153661.62
1848,82833.0
1849,103715.13
1850,126695.0
1851,130283.0
1852,147612.79
1853,125810.89
1854,199698.4
1855,135455.75
1856,208242.6
1857,215372.0
1858,114997.83
1859,115538.83
1860,144910.68
1861,115538.83
1862,235722.16
1863,235722.16
1864,235722.16
1865,386339.97
1866,323146.19
1867,212023.38
1868,311910.62
1869,207000.59
1870,224296.0
1871,306666.9
1872,256006.23
1873,209405.92
1874,173445.0
1875,198995.35
1876,208490.9
1877,217228.0
1878,233956.66
1879,142387.64
1880,140377.78
1881,228569.89
1882,235365.44
1883,187198.55
1884,179091.16666666663
1885,256845.85
1886,285485.98
1887,213437.22
1888,240319.06
1889,233412.89
1890,143191.0
1891,144978.72666666668
1892,112202.86
1893,128637.0
1894,117918.5
1895,159628.5
1896,140651.5
1897,189509.75
1898,134795.0
1899,140083.29
1900,152057.0
1901,138316.6
1902,136090.5
1903,172424.79
1904,154981.0
1905,163900.0
1906,158481.5
1907,166538.0
1908,120422.01
1909,130155.37
1910,136511.04
1911,161505.37
1912,190460.4
1913,117425.0
1914,116766.49
1915,332138.38
1916,127312.74
1917,192514.63
1918,163297.0
1919,166152.0
1920,175133.55
1921,383295.65
1922,365244.05
1923,155612.67
1924,210177.5
1925,179289.95
1926,354992.01
1927,154144.5
1928,159311.0
1929,146759.55
1930,195740.79
1931,162974.45
1932,158270.0
1933,196262.5
1934,187815.24
1935,191880.0
1936,192496.53
1937,186005.5
1938,154792.37
1939,318543.24
1940,206245.95
1941,195525.8
1942,220619.38
1943,217452.0
1944,324042.89
1945,287309.16
1946,149504.25
1947,318741.7
1948,158246.0
1949,171494.53
1950,152486.69
1951,127751.39
1952,168779.5
1953,171114.5
1954,185399.2
1955,127466.5
1956,186651.0
1957,171726.0
1958,251093.0
1959,128101.79
1960,144785.75
1961,123874.27
1962,102027.5
1963,102535.6
1964,92510.33
1965,104458.5
1966,96676.0
1967,336311.65
1968,423957.35
1969,379703.17
1970,390010.16
1971,372277.68
1972,354215.17
1973,250575.17
1974,295295.71
1975,382621.77
1976,282068.02
1977,335230.0
1978,377216.3
1979,258130.43
1980,239649.42
1981,321671.01
1982,222023.65
1983,225974.95
1984,187667.5466666667
1985,188718.7
1986,205969.09
1987,236832.76
1988,242935.66
1989,202389.84166666665
1990,246428.21
1991,219374.78
1992,316152.5
1993,199515.09666666665
1994,244452.0
1995,182743.38
1996,333843.08
1997,252275.78
1998,293645.0
1999,272316.45
2000,258976.0
2001,263380.5
2002,242256.36
2003,247904.35
2004,266887.39
2005,279319.69
2006,221363.67
2007,274899.75
2008,234788.41
2009,214018.33
2010,206062.25
2011,119308.42
2012,221984.0
2013,204253.5
2014,193769.16
2015,195788.83
2016,214470.59333333335
2017,209618.88
2018,172410.0
2019,150027.7
2020,118481.19
2021,132862.5
2022,167158.0
2023,175114.8
2024,244040.5
2025,350310.47
2026,182953.93428571432
2027,155921.69199999998
2028,145470.1082857143
2029,174374.13
2030,228853.5
2031,266464.72
2032,290925.84
2033,230534.0
2034,173742.43
2035,320841.94
2036,182958.73
2037,181643.73
2038,193853.0
2039,216663.0
2040,196195.0
2041,224597.79
2042,186846.2
2043,130825.39
2044,200185.0
2045,175066.4
2046,127650.5
2047,140061.0
2048,119870.32
2049,131705.5
2050,146650.25
2051,117546.64
2052,136970.0
2053,116224.89
2054,100641.5
2055,150937.5
2056,155955.5
2057,116702.14
2058,186022.0
2059,153736.5
2060,129231.5
2061,167649.0
2062,127180.0
2063,113275.64
2064,137899.5
2065,113180.16
2066,169724.0
2067,165772.0
2068,127439.0
2069,104814.09
2070,107542.5
2071,125050.0
2072,135458.5
2073,195599.1
2074,154784.0
2075,140067.3
2076,135421.17
2077,128161.5
2078,133915.75
2079,137419.0
2080,109485.91
2081,113816.14
2082,120447.74
2083,123096.25
2084,106168.68
2085,122073.5
2086,135224.33
2087,109276.95
2088,116714.0
2089,115596.33
2090,117016.38
2091,116769.67
2092,116781.32
2093,154503.5
2094,117591.0
2095,142511.5
2096,108985.68
2097,99039.0
2098,121037.16
2099,114924.04
2100,90715.5
2101,114727.04
2102,109061.04
2103,124746.55
2104,119409.16
2105,111521.5
2106,103409.88
2107,142873.37
2108,118517.88
2109,107441.38
2110,123563.33
2111,89992.75
2112,162153.79
2113,109836.0
2114,108371.86
2115,136550.5
2116,109424.2
2117,127063.0
2118,148452.0
2119,112138.24
2120,166020.5
2121,107225.0
2122,131208.0
2123,117084.17
2124,158290.5
2125,108589.0
2126,157359.61
2127,101802.53
2128,122763.28
2129,121461.55
2130,114939.87
2131,136518.5
2132,87264.5
2133,140219.0
2134,142811.79
2135,140242.0
2136,100571.06
2137,118312.0
2138,152895.12
2139,149591.28
2140,129810.0
2141,136768.15
2142,150105.89
2143,152477.42
2144,111151.39
2145,151436.25
2146,223888.0
2147,159006.98
2148,124149.65
2149,128940.32
2150,279553.5
2151,131897.29
2152,197335.0
2153,155618.0
2154,100394.5
2155,86117.13
2156,225870.18
2157,262792.3
2158,222406.8
2159,218586.99
2160,187434.435
2161,204658.26
2162,289842.3
2163,337207.21
2164,249179.26
2165,230237.7
2166,158201.0
2167,194901.3
2168,200037.5
2169,207897.97
2170,197358.1
2171,146306.22
2172,129323.48
2173,114176.89
2174,234467.3
2175,233440.34
2176,306391.77
2177,204620.9
2178,241366.51
2179,220783.99
2180,238885.5
2181,225981.84
2182,239907.97
2183,223675.51
2184,144019.0
2185,126334.4
2186,144423.8
2187,129644.31
2188,172039.0
2189,171517.58
2190,88658.03
2191,93111.5
2192,101146.5
2193,118287.5
2194,92937.5
2195,142991.37
2196,118755.33
2197,132939.54
2198,130029.75
2199,156385.87
2200,144871.45
2201,168317.0
2202,165938.0
2203,173706.9
2204,172043.29
2205,112879.55
2206,168285.0
2207,172226.45
2208,210762.68
2209,139025.0
2210,130641.3
2211,105454.91
2212,113494.41
2213,105698.5
2214,146032.0
2215,120500.49
2216,143368.0
2217,117445.09
2218,109993.18
2219,107834.77
2220,105203.16
2221,336120.24
2222,286561.3
2223,328206.1
2224,204975.65
2225,132233.79
2226,187768.0
2227,181023.85
2228,334225.21
2229,219411.0
2230,196191.73
2231,237867.64
2232,193199.8
2233,183799.0
2234,326219.23
2235,296924.63
2236,234134.11
2237,347861.86
2238,262765.64
2239,113370.0
2240,238887.94
2241,152039.5
2242,143638.0
2243,140515.12
2244,98617.5
2245,97861.49
2246,115773.75
2247,95394.0
2248,107441.36
2249,126738.03
2250,145915.0
2251,132960.75
2252,190113.0
2253,184738.0
2254,203485.5
2255,191327.0
2256,185331.0
2257,178687.0
2258,189904.15
2259,182342.0
2260,167259.87
2261,179210.66666666663
2262,195554.0
2263,313962.95
2264,396405.5
2265,160501.97
2266,295437.77
2267,372603.74
2268,340984.0
2269,155805.0
2270,178845.5
2271,207081.5
2272,169905.59
2273,167033.5
2274,176419.5
2275,162417.0
2276,168548.35
2277,190121.5
2278,131381.23
2279,121115.64
2280,96540.33
2281,219957.52
2282,210607.0
2283,96104.5
2284,104120.04
2285,97329.0
2286,120324.83
2287,357320.98
2288,307500.87
2289,212676.4
2290,384372.76
2291,322071.36
2292,375332.14
2293,398731.79
2294,304316.81
2295,404833.99
2296,234364.92
2297,337759.73
2298,344131.87
2299,291040.51
2300,334379.95
2301,313070.45
2302,225910.0
2303,226819.08
2304,194935.54
2305,217725.06
2306,217725.06
2307,217824.45
2308,204839.36
2309,282132.04
2310,200941.75
2311,219911.9
2312,162997.3
2313,177685.21833333332
2314,196211.42
2315,181731.97
2316,179639.49
2317,227629.98
2318,206826.49
2319,192970.905
2320,196634.45333333337
2321,212506.1
2322,212563.19
2323,197762.38
2324,239880.3
2325,197511.955
2326,188152.0
2327,194279.22666666665
2328,227003.49
2329,190853.65
2330,178746.0
2331,319397.69
2332,310442.99
2333,205036.2
2334,250403.26
2335,284985.75
2336,278199.5
2337,177315.74
2338,247180.8
2339,273865.74
2340,359660.87
2341,208756.2
2342,201078.23
2343,205244.76
2344,188924.5
2345,183838.47
2346,219070.39
2347,179481.49
2348,212459.58
2349,217927.69
2350,304197.03
2351,242634.06
2352,285947.43
2353,268817.83
2354,110704.64
2355,108855.67
2356,156821.99
2357,204430.84333333335
2358,189338.5
2359,136800.18
2360,124943.68
2361,242154.5
2362,242404.0
2363,132852.5
2364,135515.74
2365,206036.62
2366,225292.31
2367,203923.78000000003
2368,251800.45
2369,204995.07
2370,182190.0
2371,171317.27
2372,175309.35
2373,155745.0
2374,323152.3
2375,247545.82
2376,210025.1
2377,298880.5
2378,129478.5
2379,158415.5
2380,130884.25
2381,165292.5
2382,205549.0
2383,206201.33
2384,239806.9
2385,157764.0
2386,156400.5
2387,136061.5
2388,96614.78
2389,166349.7
2390,163271.0
2391,144176.5
2392,121063.6
2393,152784.0
2394,154820.5
2395,177110.5
2396,154946.37
2397,170403.5
2398,143257.78
2399,87836.5
2400,96065.0
2401,107526.33
2402,147156.5
2403,122871.57
2404,174658.23
2405,172794.5
2406,128710.0
2407,118375.39
2408,174338.5
2409,152764.5
2410,170152.0
2411,126415.5
2412,158303.0
2413,129324.5
2414,120806.79
2415,132226.05
2416,120894.04
2417,130132.75
2418,121374.99
2419,129541.0
2420,153397.0
2421,140278.0
2422,109648.25
2423,111521.5
2424,158092.2
2425,243165.51
2426,127036.81
2427,116113.87
2428,169160.0
2429,133221.0
2430,122979.92
2431,136920.0
2432,124499.39
2433,153310.5
2434,129437.5
2435,174990.5
2436,123953.39
2437,117805.54
2438,121527.69
2439,124142.29
2440,104079.34
2441,158622.04
2442,153181.5
2443,141609.5
2444,331950.45
2445,105118.12
2446,112355.2
2447,129374.5
2448,168215.79
2449,105302.2
2450,110489.09
2451,129115.45
2452,135350.0
2453,107772.92
2454,160594.0
2455,141932.0
2456,102506.55
2457,100421.5
2458,135146.75
2459,108946.04
2460,160592.0
2461,100799.34
2462,145508.5
2463,115772.24
2464,107034.79
2465,155990.93
2466,121789.79
2467,174741.4
2468,106054.52
2469,110456.24
2470,180664.0
2471,144855.0
2472,127581.45
2473,104018.0
2474,117465.82
2475,164134.5
2476,110443.04
2477,134726.57
2478,170931.77
2479,126684.72
2480,127377.35
2481,155900.89
2482,147737.33
2483,149452.25
2484,137667.96
2485,113461.17
2486,154629.0
2487,195164.2
2488,159885.0
2489,202375.0
2490,166545.0
2491,88422.0
2492,181025.24
2493,170980.0
2494,137607.0
2495,127241.5
2496,192198.28
2497,129199.25
2498,114798.89
2499,97494.17
2500,119918.03
2501,106857.04
2502,142840.89
2503,102328.2
2504,144149.0
2505,212339.09
2506,260994.62
2507,207591.23
2508,241805.15
2509,239766.37
2510,235638.84
2511,180579.66666666672
2512,208619.78
2513,231983.0
2514,213043.5
2515,156129.0
2516,196419.16
2517,145536.0
2518,169950.47
2519,211380.27
2520,228324.0
2521,177326.0
2522,195268.0
2523,144879.64
2524,116542.81
2525,135090.14
2526,104047.03
2527,113721.75
2528,138342.28
2529,121444.54
2530,127031.75
2531,263948.8
2532,212743.96
2533,243885.31
2534,306704.89
2535,235699.0
2536,242038.0
2537,209663.77
2538,188340.8
2539,195962.06
2540,172809.76
2541,181277.67
2542,205077.73666666663
2543,166811.8
2544,133817.0
2545,159427.7
2546,148332.5
2547,120628.56
2548,119116.1
2549,197934.87
2550,356042.1
2551,158228.61333333334
2552,112933.08
2553,98650.0
2554,59848.0
2555,165963.08
2556,121964.79
2557,132432.0
2558,111126.5
2559,110739.78
2560,160760.95
2561,178726.58
2562,146310.0
2563,152875.5
2564,161259.08
2565,164850.58
2566,218932.0
2567,128977.0
2568,182791.87
2569,178492.7
2570,136571.19
2571,160810.85
2572,165307.82
2573,199029.24
2574,245840.4
2575,108054.18
2576,92975.5
2577,97083.5
2578,107113.94
2579,89556.53
2580,112944.0
2581,125776.98
2582,123913.01
2583,253329.84
2584,136121.2
2585,243774.05
2586,211709.75
2587,191963.7
2588,124928.65
2589,144042.78
2590,184499.85
2591,176346.5
2592,178394.09
2593,240703.55
2594,118107.39
2595,276473.34
2596,329275.91
2597,249589.69
2598,230297.71
2599,333686.6
2600,142525.0
2601,210213.0
2602,98133.5
2603,138443.6
2604,95939.0
2605,91186.83
2606,162286.0
2607,238324.57
2608,144117.74
2609,199383.4
2610,76172.5
2611,141912.0
2612,138948.75
2613,136655.39
2614,130053.53
2615,117776.5
2616,161933.0
2617,158119.61
2618,211061.5
2619,186129.0
2620,201703.44
2621,183045.85
2622,181754.0
2623,241964.31
2624,240135.97
2625,185042.22
2626,198649.8
2627,125945.68
2628,387955.98
2629,375060.83
2630,322559.95
2631,318138.12
2632,343550.29
2633,298932.93
2634,314675.15
2635,176130.24
2636,170052.5
2637,188540.25
2638,192240.98
2639,167124.5
2640,147238.0
2641,130909.0
2642,215208.0
2643,97758.04
2644,108335.5
2645,96788.5
2646,93396.5
2647,93644.5
2648,121360.91
2649,154533.12
2650,99276.64
2651,127300.0
2652,308767.45
2653,284891.52
2654,304308.34
2655,285405.54
2656,302614.01
2657,299125.48
2658,287011.82
2659,309114.24
2660,311877.62
2661,280629.48
2662,284010.56
2663,214377.28666666668
2664,282128.31
2665,309996.56
2666,326196.76
2667,177685.21833333332
2668,176950.465
2669,200170.67
2670,286039.79
2671,183988.47
2672,193409.0
2673,215380.4
2674,200975.21
2675,186498.96333333335
2676,192928.755
2677,191327.0
2678,178541.83333333337
2679,253511.8
2680,259218.41
2681,334905.89
2682,263857.8
2683,373385.25
2684,279356.26
2685,254665.0
2686,277630.45
2687,249281.48
2688,207554.45
2689,215891.22
2690,279549.17
2691,182151.00000000003
2692,124162.37
2693,213236.38
2694,110704.64
2695,205261.33666666667
2696,189305.45
2697,188211.65
2698,197926.64
2699,191359.76
2700,184415.26
2701,188994.5
2702,127676.4
2703,125053.87
2704,149180.47
2705,119910.39
2706,123919.81
2707,122665.3
2708,119910.39
2709,84403.5
2710,123029.64
2711,189344.0
2712,385472.72
2713,200348.275
2714,145413.168
2715,226965.56
2716,183299.16666666663
2717,201846.14
2718,177839.0
2719,160671.5
2720,154517.5
2721,136920.5
2722,167416.0
2723,161150.0
2724,168219.6
2725,113447.64
2726,156364.75
2727,176843.5
2728,174691.0
2729,144262.0
2730,137002.5
2731,117583.75
2732,150693.79
2733,172072.5
2734,162249.5
2735,138645.0
2736,145376.0
2737,137441.5
2738,116626.19
2739,172922.0
2740,156063.0
2741,167532.0
2742,164143.87
2743,183395.5
2744,163585.0
2745,137425.5
2746,123381.75
2747,145759.5
2748,162428.0
2749,136634.25
2750,137145.5
2751,139971.5
2752,155212.0
2753,150764.9
2754,203867.0
2755,108535.54
2756,112579.18
2757,119249.62
2758,101731.86
2759,133047.0
2760,150319.0
2761,175788.0
2762,150779.5
2763,163748.0
2764,168123.08
2765,221827.6
2766,105596.29
2767,98376.92
2768,94044.0
2769,134133.5
2770,133738.5
2771,129281.25
2772,116506.5
2773,130602.41
2774,115507.66
2775,157316.04
2776,116010.62
2777,108668.34
2778,108281.87
2779,139473.0
2780,134967.0
2781,139564.46
2782,120083.16
2783,102539.0
2784,110947.53
2785,103779.09
2786,103620.58
2787,81746.15
2788,105493.44
2789,123532.87
2790,105632.5
2791,122729.0
2792,97178.76
2793,154495.29
2794,106053.66
2795,109056.0
2796,138294.18
2797,154442.0
2798,100915.78
2799,125981.0
2800,108402.5
2801,125447.33
2802,160135.74
2803,127181.0
2804,165326.29
2805,148239.0
2806,112415.04
2807,150248.33
2808,166988.37
2809,137132.5
2810,141597.5
2811,173656.0
2812,141815.88
2813,134021.75
2814,145079.0
2815,143992.66
2816,178636.2
2817,245439.16
2818,137449.45
2819,148328.22
2820,148302.0
2821,153775.0
2822,168937.0
2823,146230.45
2824,176468.1
2825,310411.04
2826,138250.5
2827,124010.75
2828,229207.6
2829,213854.91
2830,200752.46
2831,192930.06
2832,232662.02
2833,342452.39
2834,215771.21
2835,244856.58
2836,268683.2
2837,144108.5
2838,183156.91
2839,188291.56666666665
2840,203249.54
2841,208429.5
2842,208732.56
2843,116582.5
2844,117064.0
2845,121979.25
2846,234972.9
2847,209635.62
2848,199506.34
2849,188189.65
2850,232124.11
2851,176053.25
2852,244410.73
2853,228454.09
2854,168754.5
2855,218076.4
2856,214855.12
2857,193519.95333333337
2858,194613.17
2859,139999.62
2860,116816.0
2861,145937.25
2862,232565.46
2863,125596.97
2864,233912.63
2865,144978.72666666668
2866,136669.0
2867,111223.44
2868,115271.14
2869,101136.87
2870,135385.0
2871,129739.5
2872,115880.5
2873,138305.95
2874,107650.0
2875,112702.0
2876,134919.0
2877,141535.0
2878,164100.5
2879,169586.0
2880,105712.5
2881,156534.0
2882,205613.7
2883,160403.0
2884,147851.7
2885,157412.0
2886,188417.7
2887,100673.08
2888,112340.0
2889,83127.0
2890,115950.24
2891,137986.55
2892,84647.5
2893,112674.5
2894,94654.56
2895,288223.71
2896,294572.4
2897,235558.8
2898,127385.13
2899,194813.36
2900,162523.5
2901,214399.1
2902,195325.28
2903,336302.73
2904,282561.08
2905,118074.14
2906,231314.68
2907,137044.74
2908,117755.5
2909,120612.8
2910,88578.0
2911,101609.5
2912,166538.5
2913,88762.33
2914,99796.5
2915,99796.5
2916,88762.33
2917,190555.6
2918,117251.28
2919,211645.07
